Geneid	02c_alignment_all_umitools/AG241010_Cyclon-CT_none_120mJ_2_all_dedup.bam	02c_alignment_all_umitools/AG241010_Cyclon-NT_none_120mJ_1_all_dedup.bam	02c_alignment_all_umitools/AG241010_Cyclon-NT_none_120mJ_2_all_dedup.bam	02c_alignment_all_umitools/AG241010_Cyclon_none_120mJ_2_all_dedup.bam	02c_alignment_all_umitools/AG241010_Cyclon_none_120mJ_1_all_dedup.bam	02c_alignment_all_umitools/AG241010_none_none_120mJ_2_all_dedup.bam	02c_alignment_all_umitools/AG241010_Cyclon-CT_none_120mJ_1_all_dedup.bam	02c_alignment_all_umitools/AG241010_none_none_120mJ_1_all_dedup.bam
ENSG00000288825.1	63.87645771582428	20.067883650042443	20.970464206721356	35.245958084223865	0.0	0.0	0.0	0.0
ENSG00000220323.4	1.17823061885847	0.0	0.0	1.3002557903440837	7.913399464574351	0.0	0.0	0.0
ENSG00000261716.2	0.6608336949249678	0.0	0.0	0.0	3.5507079336698824	0.0	0.0	0.0
ENSG00000288859.1	63.75683888115046	20.03030334358169	20.931193674499028	35.17995441739948	0.0	0.0	0.0	0.0
ENSG00000203852.4	115.02078365721061	103.24499985977435	64.73315109372093	36.26659393608363	33.10795235448945	0.0	21.899637133123452	0.0
ENSG00000270276.3	11.330588379437682	0.0	7.9355750246237005	12.504057280944703	9.132012417265994	0.0	0.0	0.0
ENSG00000264207.1	3.4487593154917286	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000184678.11	3.827130391471936	0.0	1.6752484145956958	0.0	7.711294658105006	0.0	0.0	0.0
ENSG00000184260.6	51.68950196741044	0.0	15.08401811360659	19.014266861226034	11.572145289895772	0.0	0.0	0.0
ENSG00000184270.6	17.12583096706959	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000178096.9	5.825830246840237	0.0	0.0	0.0	3.9128266757073997	0.0	0.0	0.0
ENSG00000159164.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143368.10	4.995034032061964	0.0	2.186474456608467	0.0	0.0	0.0	0.0	0.0
ENSG00000014914.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000264522.6	0.0	0.0	0.3047151773992662	0.0	0.0	0.0	1.8555675202352087	0.0
tRNA30376	0.0	0.0	157.42616087580964	0.0	0.0	0.0	0.0	0.0
ENSG00000285184.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000223945.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000136631.16	0.6561975168170215	0.0	0.0	0.36207878457503895	3.9665220845637656	0.0	0.0	0.0
ENSG00000023902.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000285554.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000266187.2	14.475404745975489	0.0	12.672627462791931	47.92371341553908	0.0	0.0	0.0	0.0
ENSG00000143401.15	1.1805184453028552	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000222222.1	67.19635255763357	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000276110.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000118298.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000117362.13	0.0	0.0	2.1455528212270822	1.3522959731421915	1.6460235454098797	0.0	0.0	0.0
ENSG00000118292.9	3.3509992089108604	0.0	2.933663365402226	0.0	4.501291160006701	0.0	0.0	0.0
ENSG00000289041.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000159208.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000266472.6	2.837179330211195	0.0	0.0	6.262031886297106	0.0	0.0	0.0	0.0
ENSG00000117360.13	0.0	0.0	0.0	0.0	1.0570709639808638	0.0	0.0	0.0
ENSG00000163125.16	0.46053121905819644	1.1574701856371197	0.0	0.0	0.6186170082467819	0.0	1.2275740758530407	0.0
ENSG00000143374.18	0.0	0.0	0.9268040980250816	0.0	2.8440993896559763	0.0	0.0	0.0
ENSG00000283933.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143369.15	0.0	0.0	0.0	1.39777497461989	0.0	0.0	0.0	0.0
ENSG00000228126.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237781.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143382.16	1.3233112547626844	0.0	0.5792525612656759	0.0	2.666343177802477	0.0	0.0	0.0
ENSG00000264553.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203804.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143384.14	0.6839873023652834	0.0	0.5988030334395416	2.264476333038973	0.9187784913546305	0.0	0.0	0.0
ENSG00000289457.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000277452.1	28.466682242921692	0.0	12.460710615588052	15.707437841882376	0.0	0.0	0.0	0.0
ENSG00000274963.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000290074.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000253047.1	738.6045363772947	353.5927929081859	338.7047703691661	426.95671952025725	236.22478401688065	0.0	281.2564967344946	0.0
ENSG00000143420.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000276103.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000288880.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143457.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143452.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000206931.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163131.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000236713.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143387.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000224690.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143437.21	0.0	1.658837156555928	0.5778152099970266	0.0	0.0	0.0	0.0	0.0
ENSG00000200175.1	275.8368793260884	0.0	103.49312427946744	217.43166271864956	264.65924875965334	0.0	0.0	0.0
ENSG00000224800.1	0.0	0.0	8.316411772457204	0.0	0.0	0.0	0.0	0.0
ENSG00000283324.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229357.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143379.13	0.0	0.0	0.0	0.0	0.7751375963672558	0.0	1.5381711233841286	0.0
ENSG00000143418.20	2.7497968955309884	0.0	1.604890146052478	1.0115278730826687	0.0	0.0	0.0	0.0
ENSG00000259357.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000231073.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143412.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143409.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143363.17	1.3484692634083628	0.0	2.361059869493553	1.4881254482645214	0.0	0.0	3.5944271340170935	0.0
ENSG00000200759.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163141.20	0.0	0.0	0.0	0.0	3.0016486076180158	0.0	0.0	0.0
ENSG00000143443.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000197622.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000213190.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143458.12	0.0	0.0	0.0	0.0	0.6221177248023193	0.0	0.0	0.0
ENSG00000233717.1	0.0	62.55077184486913	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000261168.1	0.0	0.0	9.702480401200072	0.0	0.0	0.0	7.385424501925747	0.0
ENSG00000143434.17	2.2104063341326836	0.0	0.6450402482792292	0.0	0.9897229524252964	0.0	0.0	0.0
ENSG00000289288.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163154.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163156.12	1.3038507951338216	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163155.12	5.090632769517695	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163157.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163159.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143398.20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000159352.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000232671.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143373.18	0.6729552491013272	1.6913633753119266	1.1782898399939368	0.0	0.9039594834295559	0.0	0.0	0.0
ENSG00000143393.17	2.3400489343750692	0.0	0.6828725209055768	0.0	0.0	0.0	0.0	0.0
ENSG00000265753.2	28.371793302111957	0.0	74.51504948121655	15.655079715742769	19.055465910695037	0.0	0.0	0.0
ENSG00000273481.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143390.18	1.868614267976638	0.0	0.0	0.0	2.5100503943835397	0.0	0.0	0.0
ENSG00000224645.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237976.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143416.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000159377.11	2.00271482132555	0.0	0.0	0.0	0.0	0.0	5.338358604686093	0.0
ENSG00000143442.23	0.3490624175948813	0.0	0.0	0.0	0.46888449583403147	0.0	0.0	0.0
ENSG00000238711.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143375.15	0.0	1.6167143267038429	0.5631427560551432	0.0	0.0	0.0	0.0	0.0
ENSG00000252840.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143367.17	1.0974133561930874	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000232536.1	16.181631160900352	20.33494674044225	0.0	8.928752689587128	10.86813645096675	0.0	0.0	0.0
ENSG00000207606.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000223861.1	17.195026243704216	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143376.14	0.25466872092135684	0.0	0.2229520958686391	1.4052192911025165	2.3946190181592715	0.0	0.0	0.0
ENSG00000250734.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000206635.1	39.77354201230648	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000159409.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000227045.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000178796.13	0.0	0.0	8.184869231240835	0.0	0.0	0.0	0.0	0.0
ENSG00000206980.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000269621.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000236940.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143436.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143450.19	0.0	2.3086945792084226	0.0	2.027422367676594	0.0	0.0	0.0	0.0
ENSG00000249602.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000232937.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000268288.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000182134.17	1.6715510586476017	2.1005856216560534	0.0	0.0	1.1226708117063064	0.0	0.0	0.0
ENSG00000203288.6	2.918908775937444	0.0	0.0	0.0	23.525266556413627	0.0	15.561059032864128	0.0
ENSG00000269489.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000213171.3	0.0	0.0	1.4091348237748968	0.0	0.0	0.0	0.0	0.0
ENSG00000143365.20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000225556.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000201134.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000234614.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000196407.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000159445.13	0.6134883948849348	1.541903126059193	1.0741682208622827	1.3540504295005997	0.0	0.0	1.635290764733739	0.0
ENSG00000285651.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000286581.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000223810.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000197747.9	0.0	0.0	3.681573590969197	0.0	0.0	0.0	0.0	0.0
ENSG00000229021.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000240667.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163191.6	6.557425262429573	0.0	0.0	14.473109136279907	0.0	0.0	0.0	0.0
ENSG00000232678.2	0.0	0.0	0.0	18.06355351816473	0.0	0.0	0.0	0.0
ENSG00000285818.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000182898.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000159450.13	0.6092725834383382	0.0	0.5333933391640411	0.0	0.0	0.0	0.0	0.0
ENSG00000226716.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000233792.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000215853.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237975.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000236427.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000197915.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143631.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143520.6	0.0	0.0	0.0	0.5147439625956631	0.0	0.0	0.0	0.0
ENSG00000183586.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143536.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186207.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000169509.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000185966.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163202.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000244057.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187238.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000185962.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226947.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000285753.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187223.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187180.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000159455.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187173.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187170.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000198854.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229713.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000233819.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203786.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000240386.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186226.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000172155.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000197084.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000196734.9	0.0	9.399105435388948	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186844.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000235942.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000285946.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163206.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000289062.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163207.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000224308.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000283227.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000184148.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000169474.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163209.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000252920.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000234262.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000169469.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163216.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000241794.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000196805.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203785.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000244094.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229035.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000159516.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229699.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203784.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203783.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230779.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203782.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000159527.4	0.0	0.0	0.0	0.0	2.564665667657475	0.0	0.0	0.0
ENSG00000163218.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000207321.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163220.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163221.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237008.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143546.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000224784.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000184330.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203781.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000197364.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143556.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000263841.2	0.0	0.0	12.33692872205572	0.0	18.929270772213613	0.0	0.0	0.0
ENSG00000238279.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000197956.10	39.44585062600529	33.04690623729956	15.348104939488477	9.6735816987082	11.774747215671496	0.0	0.0	0.0
ENSG00000196420.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000196154.12	22.493493632752607	0.0	15.753710249728657	14.89383905303223	12.085919182259008	0.0	0.0	0.0
ENSG00000188015.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000196754.13	2.752761316505041	0.0	0.0	0.0	3.6976971366161133	0.0	0.0	0.0
ENSG00000285867.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000188643.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000189334.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000189171.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000271853.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000160678.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000272030.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000160679.13	0.7565811547229855	1.9015434640840219	0.0	0.0	0.0	0.0	4.033426501318382	0.0
ENSG00000143553.11	0.0	0.0	2.456000312498898	0.0	0.0	0.0	0.0	0.0
ENSG00000143621.17	1.882250771922509	0.0	0.0	4.154377633545184	0.0	0.0	0.0	0.0
tRNA30343	5378.819146858725	6239.439491525697	4708.937154715768	7370.93336616222	6987.004167254849	0.0	8508.00902621846	24447.180778562444
ENSG00000169418.10	0.0	0.0	0.0	0.9484095142816702	1.1544102934589078	0.0	0.0	0.0
ENSG00000274940.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000242565.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000235015.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000199565.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143624.14	0.8131783692207496	0.0	0.35595227611166785	0.0	0.5461583809313567	0.0	0.0	0.0
ENSG00000243613.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000233222.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143554.14	0.0	0.0	0.6811247667387254	0.0	1.0450895380637133	0.0	0.0	0.0
ENSG00000207039.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143614.10	0.9207635212714828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000231827.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000223599.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000236327.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284738.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000198837.10	1.678583616348985	0.0	0.4898438698475977	0.0	0.7515960785180794	0.0	0.0	0.0
ENSG00000289935.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000160741.17	0.0	0.0	1.0343566002389861	0.0	0.0	0.0	0.0	0.0
ENSG00000143570.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000285779.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000276584.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000282386.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000273026.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143578.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143543.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000285641.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000272654.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143545.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000177954.14	8.279706216569636	0.0	3.624272834689521	9.137206059772042	0.0	0.0	0.0	0.0
ENSG00000143552.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000231416.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000200220.1	0.0	0.0	34.820116580007735	43.89274686656851	0.0	0.0	0.0	0.0
ENSG00000231837.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000263987.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143549.21	0.5615952751803632	0.7057391122639629	0.24582689852605089	0.30987885423085443	1.1315597334141947	0.0	0.0	0.0
ENSG00000264384.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000215938.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163263.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143612.21	1.5939209720287617	0.0	0.0	1.758997720869974	4.282127170942705	0.0	4.248693646051667	0.0
ENSG00000143569.19	1.1344179648985186	0.0	0.0	0.625952807506708	4.571483225276698	0.0	0.0	0.0
ENSG00000201129.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143575.16	1.24147286911225	0.0	1.0868589480924236	1.3700478164302305	8.338156028600512	0.0	0.0	0.0
ENSG00000252682.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000212292.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000222457.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000278694.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143595.13	0.0	0.0	0.0	0.0	2.494170930719246	0.0	0.0	0.0
ENSG00000143515.20	1.1203814651353936	0.0	0.0	0.6182077023460353	0.0	0.0	0.0	0.0
ENSG00000238365.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237920.2	13.425138786488306	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226855.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000228013.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000160712.13	0.6085755749058763	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000228264.1	5.534159941894399	0.0	0.0	0.0	7.433861863730184	0.0	0.0	0.0
ENSG00000169291.10	0.0	0.0	0.4262874684280123	0.0	0.0	0.0	0.0	0.0
ENSG00000273110.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163239.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000160714.10	0.0	0.0	0.0	1.1208887624636825	0.0	0.0	2.7074014403240922	0.0
ENSG00000229780.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000286391.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000160716.6	2.170572421956882	0.0	0.0	0.0	0.9718870746699272	0.0	0.0	0.0
ENSG00000233875.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000160710.18	1.3905469679192264	0.0	0.0	0.0	0.4669694309106772	79.7735224332347	0.9266469559678113	0.0
ENSG00000287064.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143603.19	0.3129472016557683	0.0	0.0	0.0	0.0	23.937727323765454	0.0	0.0
